name,type,region,locality,geolocation
Monument to the Hero of the Soviet Union VP Chkalov,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.885235'), Decimal('56.268196'))"
Monument to the Hero of the Soviet Union NV Mamonov,military glory,Kaliningrad region,Mamonovo,"(Decimal('19.942267'), Decimal('54.463785'))"
Monument to the Heroes of the Great Patriotic War,"Monuments, sculptures, memorials",Novosibirsk region,Novosibirsk,"(Decimal('83.112921'), Decimal('54.96623'))"
Monument to the Heroes of Labor during the Great Patriotic War,military glory,Omsk region,Omsk,"(Decimal('73.368212'), Decimal('54.989342'))"
The monument to Herzen,"Monuments, sculptures, memorials",Kirov region,Kirov,"(Decimal('49.721706'), Decimal('58.605133'))"
Monument soil Assumption,"Monuments, sculptures, memorials",Tula region,Tula,"(Decimal('37.617348'), Decimal('54.193122'))"
Monument to Maxim Gorky and Chaliapin,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
monument Gromozeka,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
monument Gulliver,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Monument DN Mamin-Siberian,"Monuments, sculptures, memorials",Perm,Permian,"(Decimal('56.229434'), Decimal('58.01045'))"
Monument Ustinov,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,"(Decimal('53.206891'), Decimal('56.852676'))"
monument D.G.Burylinu,"Monuments, sculptures, memorials",Ivanovo region,Ivanovo,"(Decimal('40.973921'), Decimal('57.000348'))"
Monument Dzaugu Bugulov,"Monuments, sculptures, memorials",Republic of North Ossetia - Alania,Vladikavkaz,"(Decimal('44.68196'), Decimal('43.02115'))"
monument Dobroliubov,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
Monument to Dr. Dolittle,"Monuments, sculptures, memorials",Krasnodar region,Anapa,"(Decimal('37.31617'), Decimal('44.894965'))"
Monument to Don Quixote,"Monuments, sculptures, memorials",Omsk region,Omsk,"(Decimal('73.368212'), Decimal('54.989342'))"
Monument Uncle Stepan,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
EA monument Boratynsky,"Monuments, sculptures, memorials",Tambov Region,Tambov,"(Decimal('41.37289'), Decimal('52.787119'))"
Monument EP Khabarov,"Monuments, sculptures, memorials",Khabarovsk region,Khabarovsk,"(Decimal('135.071917'), Decimal('48.480223'))"
Monument Evgeny Evstigneev,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
Monument Evgeny Savitsky,"Monuments, sculptures, memorials",Krasnodar region,Novorossiysk,"(Decimal('37.768974'), Decimal('44.723912'))"
Monument Euphemia Suzdal and Macarius Zheltovodsky,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('44.006516'), Decimal('56.326797'))"
The monument to Catherine II,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,"(Decimal('29.750424'), Decimal('59.920343'))"
Monument Elizabeth,"Monuments, sculptures, memorials",Rostov region,Rostov-on-Don,"(Decimal('39.720349'), Decimal('47.222078'))"
Monument Emelyan Pugachev,"Monuments, sculptures, memorials",The Republic of Mordovia,Saransk,"(Decimal('45.183938'), Decimal('54.187433'))"
Monument Yerofei Khabarov,"Monuments, sculptures, memorials",Vologda Region,great Ustyug,"(Decimal('46.29784'), Decimal('60.761156'))"
Monument to Efim Slavsky,"Monuments, sculptures, memorials",Altai region,Belokurikha,"(Decimal('84.984004'), Decimal('51.99606'))"
monument Waiting,"Monuments, sculptures, memorials",Murmansk region,Murmansk,"(Decimal('33.074981'), Decimal('68.970682'))"
Monument to Jules Verne,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
Monument SE Gerdt,"Monuments, sculptures, memorials",Pskov region,Sebezh,"(Decimal('28.508161'), Decimal('56.332277'))"
Monument Zagir Ismagilov,"Monuments, sculptures, memorials",Republic of Bashkortostan,Ufa,"(Decimal('55.98679'), Decimal('54.707369'))"
Monument to the defenders of the Fatherland,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,"(Decimal('47.504682'), Decimal('42.98306'))"
Monument Zaya Pandita,"Monuments, sculptures, memorials",Republic of Kalmykia,Ulan Hol,"(Decimal('46.853331'), Decimal('45.438468'))"
Monument to Zoya Kosmodemyanskoy,"Monuments, sculptures, memorials",Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
Monument to Zoya Kosmodemyanskoy in the Moscow Victory Park,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Monument to Zoya Kosmodemyanskoy Rybinsk,"Monuments, sculptures, memorials",Yaroslavskaya oblast,Rybinsk,"(Decimal('38.811254'), Decimal('58.059569'))"
Monument Zurab Magkaevu,"Monuments, sculptures, memorials",Republic of North Ossetia - Alania,lower Zaramag,"(Decimal('43.969452'), Decimal('42.69495'))"
Monument IA Bunin,"Monuments, sculptures, memorials",Tula region,Efremov,"(Decimal('38.093033'), Decimal('53.148681'))"
Monument to Ivan Krylov in the Summer Garden,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Monument of ID Pastukhov,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,"(Decimal('53.206891'), Decimal('56.852676'))"
Monument IA Bunin,"Monuments, sculptures, memorials",Voronezh region,Voronezh,"(Decimal('39.143639'), Decimal('51.690247'))"
Monument IA Bunin in Yelets,"Monuments, sculptures, memorials",Lipetsk region,Dace,"(Decimal('38.498451'), Decimal('52.621823'))"
Monument I.A.Obolenskomu-Nogotkov,"Monuments, sculptures, memorials",Mari El Republic,Yoshkar-Ola,"(Decimal('47.886681'), Decimal('56.631466'))"
II monument Polzunova,"Monuments, sculptures, memorials",Altai region,Barnaul,"(Decimal('83.787744'), Decimal('53.329311'))"
IN monument Ulyanov,"Monuments, sculptures, memorials",Astrakhan region,Astrakhan,"(Decimal('47.989036'), Decimal('46.315256'))"
IN monument and MA Ulyanov,"Monuments, sculptures, memorials",Penza region,Penza,"(Decimal('44.985411'), Decimal('53.212097'))"
Monument IP Kulibin,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('44.006516'), Decimal('56.326797'))"
IS monument Klyuchnikova-Palantayu,"Monuments, sculptures, memorials",Mari El Republic,Yoshkar-Ola,"(Decimal('47.886178'), Decimal('56.631595'))"
IS monument Nikitin,"Monuments, sculptures, memorials",Voronezh region,Voronezh,"(Decimal('39.200269'), Decimal('51.660781'))"
Monument to Ivan Kulbertinovu,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Oljokminsk,"(Decimal('120.403075'), Decimal('60.372976'))"
Monument to Ivan Konev,"Monuments, sculptures, memorials",Kirov region,Kirov,"(Decimal('49.721706'), Decimal('58.605133'))"
Monument to Ivan Susanin,"Monuments, sculptures, memorials",Kostroma region,Kostroma,"(Decimal('40.926858'), Decimal('57.767961'))"
IL-28 monument,military glory,Vologda Region,Vologda,"(Decimal('39.891523'), Decimal('59.220496'))"
A monument to Ilya Muromets,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,"(Decimal('131.885485'), Decimal('43.115536'))"
Monument Ilmutdinu Nasrutdinovu,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,"(Decimal('47.583105'), Decimal('42.933113'))"
Monument Immanuel Kant,"Monuments, sculptures, memorials",Kaliningrad region,Kaliningrad,"(Decimal('20.512733'), Decimal('54.710454'))"
Monument Irchi Cazacu,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,"(Decimal('47.509533'), Decimal('42.963007'))"
Monument Isaac Levitan,"Monuments, sculptures, memorials",Ivanovo region,Dance,"(Decimal('41.512254'), Decimal('57.460578'))"
Monument Isidore Barahovu,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,"(Decimal('129.664885'), Decimal('62.031436'))"
Monument Issa Pliev,military glory,Republic of North Ossetia - Alania,Vladikavkaz,"(Decimal('44.68196'), Decimal('43.02115'))"
Monument KI Bistro,"Monuments, sculptures, memorials",Leningrad region,Kingisepp,"(Decimal('28.568753'), Decimal('59.401299'))"
Monument K. Lucko,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,"(Decimal('38.910167'), Decimal('45.040311'))"
Monument KK Rokossovsky,"Monuments, sculptures, memorials",Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
Monument KN Batyushkov,"Monuments, sculptures, memorials",Vologda Region,Vologda,"(Decimal('39.891523'), Decimal('59.220496'))"
Monument KE Tsiolkovsky,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Monument of Tsiolkovsky in Borovsk,"Monuments, sculptures, memorials",Kaluga region,Borowski,"(Decimal('36.541741'), Decimal('55.215662'))"
Monument to Karl Marx,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Yakutsk,"(Decimal('129.664885'), Decimal('62.031436'))"
Monument Katri Paavolaynen,"Monuments, sculptures, memorials",Leningrad region,May Day,"(Decimal('29.738269'), Decimal('60.358241'))"
Monument Claudia Nazarova,"Monuments, sculptures, memorials",Pskov region,Isle,"(Decimal('28.363497'), Decimal('57.347509'))"
Monument Kole Myagotinu,"Monuments, sculptures, memorials",Kurgan region,Mound,"(Decimal('65.341118'), Decimal('55.441004'))"
Monument to Konstantin Vorobyov,"Monuments, sculptures, memorials",Kursk region,Kursk,"(Decimal('36.193186'), Decimal('51.73083'))"
Monument kitten in the street Lizyukova,"Monuments, sculptures, memorials",Voronezh region,Voronezh,"(Decimal('39.216502'), Decimal('51.730986'))"
Monument kitten in the street Lizyukova,"Monuments, sculptures, memorials",Voronezh region,Voronezh,"(Decimal('39.216502'), Decimal('51.730986'))"
Monument Cat Kazan,"Monuments, sculptures, memorials",Republic of Tatarstan,Kazan,"(Decimal('49.195554'), Decimal('55.695885'))"
Monument Cat Semen,"Monuments, sculptures, memorials",Murmansk region,Murmansk,"(Decimal('33.074981'), Decimal('68.970682'))"
Monument Kudym-Oshu,"Monuments, sculptures, memorials",Perm,Kudymkar,"(Decimal('54.664183'), Decimal('59.014548'))"
Book Pamyatnik Kuzebayu,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,"(Decimal('53.206891'), Decimal('56.852676'))"
The monument to Kuzma Minin,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
His Pamyatnik,"Monuments, sculptures, memorials",Astrakhan region,Astrakhan,"(Decimal('48.026046'), Decimal('46.318661'))"
Monument Podolsk cadets of military schools,"Monuments, sculptures, memorials",Moscow region,Podolsk,"(Decimal('37.539697'), Decimal('55.416141'))"
monument to Kutuzov,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Monument Krasin,"Monuments, sculptures, memorials",Kurgan region,Mound,"(Decimal('65.341118'), Decimal('55.441004'))"
LI monument Brezhnev,"Monuments, sculptures, memorials",Krasnodar region,Novorossiysk,"(Decimal('37.768974'), Decimal('44.723912'))"
LN monument thick,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,"(Decimal('47.504682'), Decimal('42.98306'))"
LN monument thick,"Monuments, sculptures, memorials",Tula region,Tula,"(Decimal('37.617348'), Decimal('54.193122'))"
Monument Larissa Popugaeva,"Monuments, sculptures, memorials",The Republic of Sakha (Yakutia),Successful,"(Decimal('112.252283'), Decimal('66.413649'))"
monument Lefty,"Monuments, sculptures, memorials",Tula region,Tula,"(Decimal('37.617348'), Decimal('54.193122'))"
Lenin monument,"Monuments, sculptures, memorials",Primorsky Krai,Партизанск,"(Decimal('133.123246'), Decimal('43.119813'))"
Lenin monument,"Monuments, sculptures, memorials",The Republic of Khakassia,Abakan,"(Decimal('89.711307'), Decimal('54.638632'))"
Monument Leonid Gaidai,"Monuments, sculptures, memorials",Irkutsk region,Irkutsk,"(Decimal('104.281047'), Decimal('52.287054'))"
monument Lermontov,"Monuments, sculptures, memorials",Tambov Region,Tambov,"(Decimal('41.832692'), Decimal('52.435401'))"
monument to Lomonosov,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
monument to Los,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,"(Decimal('53.206891'), Decimal('56.852676'))"
monument Lyubochka,"Monuments, sculptures, memorials",Omsk region,Omsk,"(Decimal('73.368212'), Decimal('54.989342'))"
Monument to Mikhail Sholokhov,"Monuments, sculptures, memorials",Rostov region,Rostov-on-Don,"(Decimal('39.720349'), Decimal('47.222078'))"
Monument to Mikhail Lomonosov,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,"(Decimal('53.222926'), Decimal('56.84932'))"
Monument to Mikhail Glinka,"Monuments, sculptures, memorials",Novosibirsk region,Novosibirsk,"(Decimal('82.965821'), Decimal('55.049689'))"
Monument MI Platov,"Monuments, sculptures, memorials",Rostov region,Novocherkassk,"(Decimal('40.093725'), Decimal('47.422052'))"
Monument to Mikhail Bakhtin,"Monuments, sculptures, memorials",The Republic of Mordovia,Saransk,"(Decimal('45.183938'), Decimal('54.187433'))"
Monument to Mikhail Kalashnikov,"Monuments, sculptures, memorials",Udmurt republic,Izhevsk,"(Decimal('53.206891'), Decimal('56.852676'))"
MV monument Lomonosov,"Monuments, sculptures, memorials",Arhangelsk region,University,"(Decimal('41.732261'), Decimal('64.229093'))"
MV monument Lomonosov,"Monuments, sculptures, memorials",Krasnodar region,Krasnodar,"(Decimal('38.975313'), Decimal('45.03547'))"
Monument ME Pyatnitskoe,"Monuments, sculptures, memorials",Voronezh region,Voronezh,"(Decimal('39.216502'), Decimal('51.730986'))"
Monument to Saltykov-Shchedrin,"Monuments, sculptures, memorials",Leningrad region,Lebyazhe,"(Decimal('29.417256'), Decimal('59.958444'))"
Monument MI Glinka,"Monuments, sculptures, memorials",Smolensk region,Smolensk,"(Decimal('32.045251'), Decimal('54.782635'))"
Monument MI Kutuzov,"Monuments, sculptures, memorials",Kaliningrad region,Kaliningrad,"(Decimal('20.512733'), Decimal('54.710454'))"
Monument MI Kutuzov,"Monuments, sculptures, memorials",Smolensk region,Smolensk,"(Decimal('32.045251'), Decimal('54.782635'))"
Monument M.I.Tsvetaevoy in Tarusa,"Monuments, sculptures, memorials",Kaluga region,Tarusa,"(Decimal('37.165522'), Decimal('54.715613'))"
Monument MO Mikeshin,"Monuments, sculptures, memorials",Smolensk region,Smolensk,"(Decimal('32.045251'), Decimal('54.782635'))"
Monument MY Lermontov,"Monuments, sculptures, memorials",Republic of North Ossetia - Alania,Vladikavkaz,"(Decimal('44.68196'), Decimal('43.02115'))"
Monument Magomed Hajiyev,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,"(Decimal('47.504682'), Decimal('42.98306'))"
Monument to Maxim Gorky,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
Monument to Maxim Gorky on the waterfront,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.826925'), Decimal('56.203623'))"
sailor monument,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,"(Decimal('131.885485'), Decimal('43.115536'))"
monument Mowgli,"Monuments, sculptures, memorials",Leningrad region,Priozersk,"(Decimal('30.119838'), Decimal('61.036554'))"
Monument Mahach Dahadaevu,"Monuments, sculptures, memorials",The Republic of Dagestan,Makhachkala,"(Decimal('47.504682'), Decimal('42.98306'))"
Monument MiG-29,"Monuments, sculptures, memorials",Voronezh region,Voronezh,"(Decimal('39.216502'), Decimal('51.730986'))"
Monument to Minin and Pozharsky,"Monuments, sculptures, memorials",Nizhny Novgorod Region,Nizhny Novgorod,"(Decimal('43.765543'), Decimal('56.235496'))"
Monument to Mikhail Bulgakov,"Monuments, sculptures, memorials",Republic of North Ossetia - Alania,Vladikavkaz,"(Decimal('44.68196'), Decimal('43.02115'))"
Monument to Mikhail Speransky,"Monuments, sculptures, memorials",Irkutsk region,Irkutsk,"(Decimal('104.281047'), Decimal('52.287054'))"
Monument to Michael Shumilova,"Monuments, sculptures, memorials",Volgograd region,Volgograd,"(Decimal('44.516948'), Decimal('48.707067'))"
Monument to Michael Jankowski,"Monuments, sculptures, memorials",Primorsky Krai,Bezverhovo,"(Decimal('131.491879'), Decimal('42.963772'))"
Pamyatnik him-his,"Monuments, sculptures, memorials",St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
monument Muse,"Monuments, sculptures, memorials",Tomsk region,Tomsk,"(Decimal('84.947649'), Decimal('56.48464'))"
Sightseeing Sasuke Вахитову,"Monuments, sculptures, memorials",Republic of Tatarstan,Kazan,"(Decimal('49.108795'), Decimal('55.796289'))"
Monument of Muraviev-Amur,"Monuments, sculptures, memorials",Primorsky Krai,Vladivostok,"(Decimal('131.885485'), Decimal('43.115536'))"
Monument N. Argentovskoy,"Monuments, sculptures, memorials",Kurgan region,Mound,"(Decimal('65.341118'), Decimal('55.441004'))"
